,collection_date,country,db_xref,genotype,host,isolate,mol_type,note,organism,subtype,chromosome,clone,culture_collection,isolation_source,map,serotype,strain,PCR_primers,collected_by,lab_host,identified_by,lat_lon,pop_variant,cell_type,clone_lib,dev_stage,sex,tissue_type
2819,2008,Brazil,taxon:11250,NaN,Homo sapiens,BR2617,mRNA,,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
2820,2008,Brazil,taxon:11250,NaN,Homo sapiens,BR2513,mRNA,,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
2821,2008,Brazil,taxon:11250,NaN,Homo sapiens,BR2505,mRNA,,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
2822,2007,Brazil,taxon:11250,NaN,Homo sapiens,BR1628,mRNA,,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
2823,2007,Brazil,taxon:11250,NaN,Homo sapiens,BR1621,mRNA,,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
2824,2007,Brazil,taxon:11250,NaN,Homo sapiens,BR1609,mRNA,,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
2825,2007,Brazil,taxon:11250,NaN,Homo sapiens,BR1600,mRNA,,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
2826,2007,Brazil,taxon:11250,NaN,Homo sapiens,BR1577,mRNA,,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
2827,2007,Brazil,taxon:11250,NaN,Homo sapiens,BR1576,mRNA,,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
2828,2007,Brazil,taxon:11250,NaN,Homo sapiens,BR1574,mRNA,,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
2829,2007,Brazil,taxon:11250,NaN,Homo sapiens,BR1573,mRNA,,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
2830,2007,Brazil,taxon:11250,NaN,Homo sapiens,BR1571,mRNA,,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
2831,2007,Brazil,taxon:11250,NaN,Homo sapiens,BR1566,mRNA,,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
2832,,China,taxon:11250,NaN,,Changchun/A/91/05,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2833,,China,taxon:11250,NaN,,Changchun/A/91/04,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2834,,China,taxon:11250,NaN,,Changchun/A/91/01,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2835,,China,taxon:11250,NaN,,Beijing/A/04/62,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2836,,China,taxon:11250,NaN,,Beijing/A/04/56,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2837,,China,taxon:11250,NaN,,Beijing/A/04/54,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2838,,China,taxon:11250,NaN,,Beijing/A/04/53,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2839,,China,taxon:11250,NaN,,Beijing/A/04/51,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2840,,China,taxon:11250,NaN,,Beijing/A/04/50,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2841,,China,taxon:11250,NaN,,Beijing/A/04/48,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2842,,China,taxon:11250,NaN,,Beijing/A/04/58,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2843,,China,taxon:11250,NaN,,Beijing/A/04/44,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2844,,China,taxon:11250,NaN,,Beijing/A/04/43,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2845,,China,taxon:11250,NaN,,Beijing/A/04/42,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2846,,China,taxon:11250,NaN,,Beijing/A/04/41,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2847,,China,taxon:11250,NaN,,Beijing/A/04/39,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2848,,China,taxon:11250,NaN,,Beijing/A/04/38,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2849,,China,taxon:11250,NaN,,Beijing/A/04/37,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2850,,China,taxon:11250,NaN,,Beijing/A/04/36,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2851,,China,taxon:11250,NaN,,Beijing/A/04/35,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2852,,China,taxon:11250,NaN,,Beijing/A/04/34,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2853,,China,taxon:11250,NaN,,Beijing/A/04/33,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2854,,China,taxon:11250,NaN,,Beijing/A/04/32,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2855,,China,taxon:11250,NaN,,Beijing/A/04/31,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2856,,China,taxon:11250,NaN,,Beijing/A/04/52,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2857,,China,taxon:11250,NaN,,Beijing/A/04/27,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2858,,China,taxon:11250,NaN,,Beijing/A/04/28,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2859,,China,taxon:11250,NaN,,Beijing/A/04/23,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2860,,China,taxon:11250,NaN,,Beijing/A/04/22,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2861,,China,taxon:11250,NaN,,Beijing/A/04/21,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2862,,China,taxon:11250,NaN,,Beijing/A/04/26,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2863,,China,taxon:11250,NaN,,Beijing/A/04/17,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2864,,China,taxon:11250,NaN,,Beijing/A/04/16,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2865,,China,taxon:11250,NaN,,Beijing/A/04/12,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2866,,China,taxon:11250,NaN,,Beijing/A/04/10,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2867,,China,taxon:11250,NaN,,Beijing/A/04/09,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2868,,China,taxon:11250,NaN,,Beijing/A/04/08,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2869,,China,taxon:11250,NaN,,Beijing/A/04/07,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2870,,China,taxon:11250,NaN,,Beijing/A/04/06,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2871,,China,taxon:11250,NaN,,Beijing/A/04/05,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2872,,China,taxon:11250,NaN,,Beijing/A/04/04,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2873,,China,taxon:11250,NaN,,Beijing/A/04/01,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2874,,China,taxon:11250,NaN,,Beijing/A/01/10,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2875,,China,taxon:11250,NaN,,Beijing/A/01/05,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2876,,China,taxon:11250,NaN,,Beijing/A/01/01,mRNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2877,,United Kingdom: Birmingham,taxon:11250,NaN,,Bir/1403/01,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2878,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1526/04,,,,,,,,,,,
2879,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/493/04,,,,,,,,,,,
2880,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/354/04,,,,,,,,,,,
2881,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/5021/03,,,,,,,,,,,
2882,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/4909/03,,,,,,,,,,,
2883,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/4852/03,,,,,,,,,,,
2884,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/4830/03,,,,,,,,,,,
2885,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/4825/03,,,,,,,,,,,
2886,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/693/03,,,,,,,,,,,
2887,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1445/02,,,,,,,,,,,
2888,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1326/99,,,,,,,,,,,
2889,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1607/04,,,,,,,,,,,
2890,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/524/04,,,,,,,,,,,
2891,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/100/04,,,,,,,,,,,
2892,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/6564/03,,,,,,,,,,,
2893,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/5140/03,,,,,,,,,,,
2894,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/4974/03,,,,,,,,,,,
2895,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/4862/03,,,,,,,,,,,
2896,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/4915/03,,,,,,,,,,,
2897,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/4826/03,,,,,,,,,,,
2898,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1889/02,,,,,,,,,,,
2899,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1856/02,,,,,,,,,,,
2900,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1606/02,,,,,,,,,,,
2901,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1565/02,,,,,,,,,,,
2902,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1562/02,,,,,,,,,,,
2903,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1518/02,,,,,,,,,,,
2904,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1461/02,,,,,,,,,,,
2905,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1441/02,,,,,,,,,,,
2906,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1271/02,,,,,,,,,,,
2907,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1214/02,,,,,,,,,,,
2908,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1208/02,,,,,,,,,,,
2909,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1161/02,,,,,,,,,,,
2910,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1004/02,,,,,,,,,,,
2911,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/998/02,,,,,,,,,,,
2912,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/733/02,,,,,,,,,,,
2913,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/770/02,,,,,,,,,,,
2914,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/619/02,,,,,,,,,,,
2915,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/505/02,,,,,,,,,,,
2916,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/495/02,,,,,,,,,,,
2917,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/167/02,,,,,,,,,,,
2918,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/166/02,,,,,,,,,,,
2919,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/164/02,,,,,,,,,,,
2920,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/3997/99,,,,,,,,,,,
2921,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/3931/99,,,,,,,,,,,
2922,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/1370/99,,,,,,,,,,,
2923,,Argentina,taxon:11250,NaN,,,mRNA,"direct amplification and sequencing of the viral RNA;
group: B",Human orthopneumovirus,B,,,,nasopharyngeal sample,,,BA/802/99,,,,,,,,,,,
2924,2004,New Zealand,taxon:11250,NaN,,NZB_04_02,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2925,1990,New Zealand,taxon:11250,NaN,,NZB_90_05,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2926,1990,New Zealand,taxon:11250,NaN,,NZB_90_01,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2927,1995,New Zealand,taxon:11250,NaN,,NZB_95_02,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2928,1994,New Zealand,taxon:11250,NaN,,NZB_94_01,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2929,1992,New Zealand,taxon:11250,NaN,,NZB_92_01,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2930,1992,New Zealand,taxon:11250,NaN,,NZB_92_03,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2931,1992,New Zealand,taxon:11250,NaN,,NZB_92_02,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2932,1992,New Zealand,taxon:11250,NaN,,NZB_92_04,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2933,1992,New Zealand,taxon:11250,NaN,,NZB_92_06,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2934,1992,New Zealand,taxon:11250,NaN,,NZB_92_05,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2935,2004,New Zealand,taxon:11250,NaN,,NZB_04_01,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2936,1995,New Zealand,taxon:11250,NaN,,NZB_95_01,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2937,1984,New Zealand,taxon:11250,NaN,,NZB_84_06,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2938,1989,New Zealand,taxon:11250,NaN,,NZB_89_04,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2939,1989,New Zealand,taxon:11250,NaN,,NZB_89_03,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2940,1989,New Zealand,taxon:11250,NaN,,NZB_89_02,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2941,1993,New Zealand,taxon:11250,NaN,,NZB_93_05,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2942,1991,New Zealand,taxon:11250,NaN,,NZB_91_01,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2943,1985,New Zealand,taxon:11250,NaN,,NZB_85_01,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2944,1989,New Zealand,taxon:11250,NaN,,NZB_89_01,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2945,1994,New Zealand,taxon:11250,NaN,,NZB_94_02,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2946,1993,New Zealand,taxon:11250,NaN,,NZB_93_03,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2947,1993,New Zealand,taxon:11250,NaN,,NZB_93_01,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2948,1993,New Zealand,taxon:11250,NaN,,NZB_93_04,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2949,1993,New Zealand,taxon:11250,NaN,,NZB_93_02,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2950,1990,New Zealand,taxon:11250,NaN,,NZB_90_03,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2951,1990,New Zealand,taxon:11250,NaN,,NZB_90_02,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2952,1988,New Zealand,taxon:11250,NaN,,NZB_88_02,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2953,1988,New Zealand,taxon:11250,NaN,,NZB_88_01,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2954,1990,New Zealand,taxon:11250,NaN,,NZB_90_04,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2955,1985,New Zealand,taxon:11250,NaN,,NZB_85_03,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2956,1985,New Zealand,taxon:11250,NaN,,NZB_85_02,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2957,1984,New Zealand,taxon:11250,NaN,,NZB_84_05,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2958,1984,New Zealand,taxon:11250,NaN,,NZB_84_03,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2959,1984,New Zealand,taxon:11250,NaN,,NZB_84_02,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2960,1984,New Zealand,taxon:11250,NaN,,NZB_84_04,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2961,1984,New Zealand,taxon:11250,NaN,,NZB_84_01,genomic RNA,subtype: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
2962,2003,New Zealand,taxon:11250,NaN,,NZA_03_05,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2963,1992,New Zealand,taxon:11250,NaN,,NZA_92_02,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2964,1994,New Zealand,taxon:11250,NaN,,NZA_94_12,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2965,1994,New Zealand,taxon:11250,NaN,,NZA_94_10,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2966,1996,New Zealand,taxon:11250,NaN,,NZA_96_04,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2967,1996,New Zealand,taxon:11250,NaN,,NZA_96_02,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2968,1993,New Zealand,taxon:11250,NaN,,NZA_93_02,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2969,1993,New Zealand,taxon:11250,NaN,,NZA_93_06,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2970,1993,New Zealand,taxon:11250,NaN,,NZA_93_05,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2971,1993,New Zealand,taxon:11250,NaN,,NZA_93_08,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2972,1993,New Zealand,taxon:11250,NaN,,NZA_93_01,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2973,1997,New Zealand,taxon:11250,NaN,,NZA_97_01,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2974,1992,New Zealand,taxon:11250,NaN,,NZA_92_04,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2975,1991,New Zealand,taxon:11250,NaN,,NZA_91_04,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2976,1991,New Zealand,taxon:11250,NaN,,NZA_91_01,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2977,1993,New Zealand,taxon:11250,NaN,,NZA_93_10,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2978,1993,New Zealand,taxon:11250,NaN,,NZA_93_14,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2979,1993,New Zealand,taxon:11250,NaN,,NZA_93_12,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2980,1993,New Zealand,taxon:11250,NaN,,NZA_93_04,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2981,1993,New Zealand,taxon:11250,NaN,,NZA_93_13,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2982,1993,New Zealand,taxon:11250,NaN,,NZA_93_03,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2983,2003,New Zealand,taxon:11250,NaN,,NZA_03_03,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2984,2003,New Zealand,taxon:11250,NaN,,NZA_03_02,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2985,2003,New Zealand,taxon:11250,NaN,,NZA_03_01,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2986,2003,New Zealand,taxon:11250,NaN,,NZA_03_06,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2987,2003,New Zealand,taxon:11250,NaN,,NZA_03_04,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2988,1992,New Zealand,taxon:11250,NaN,,NZA_92_05,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2989,1992,New Zealand,taxon:11250,NaN,,NZA_92_01,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2990,1991,New Zealand,taxon:11250,NaN,,NZA_91_06,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
2991,1990,New Zealand,taxon:11250,NaN,,NZA_90_04,genomic RNA,subtype: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
